Id,SalePrice
2658,104258.52646843158
2718,159403.46577492403
2414,217310.41666095564
1989,114287.90716509265
625,197350.30526775355
333,68487.2301946024
1327,94222.31781350612
858,140043.21314439876
95,173342.6327001017
1568,158531.04161142255
2482,164806.04511459917
1364,119159.63530661492
2584,151340.33598420257
818,273322.4839847521
2673,154145.2717455132
2089,133086.41879784386
1297,141050.36091125663
790,112405.59782836423
2616,211912.11988187768
720,211993.57800731482
222,153622.03411979973
557,125751.94535023347
1148,200809.72392505966
2766,152513.64641113952
534,194377.22489292198
1452,105757.55629478884
630,120457.64771378553
2648,135237.66654324858
125,157525.01528634876
1904,25430.946384717245
1670,95845.01390157593
756,89226.1641424147
717,264152.65466478467
1032,164364.2743077213
852,231149.83853264106
1731,176731.5106620225
2639,110325.94786222745
2071,74407.4684347515
1267,141928.097427445
1851,199756.3463115436
567,147808.87658935715
2439,224831.72118223552
1898,158062.87498012604
647,167245.1014932138
2256,232452.11500549456
979,90554.78895375668
1444,232102.44921704475
2485,124809.8292138381
157,124607.2135349582
88,117435.48281339742
2003,102024.72811923735
186,221282.4747745837
1425,257432.30292611104
2695,127091.04037732724
738,108927.62681196723
395,162951.00701377983
1353,164626.74383850303
1878,151300.52815007488
390,158768.57951598451
1456,247256.35537612066
1103,311254.1959434715
1387,113358.66890104092
2070,147650.90150180017
1199,169409.4062662786
2479,187501.017432936
501,309164.98699085996
2362,89441.94600144913
1718,209805.78886624053
2188,90328.74442720553
1483,167144.22214440396
2557,74607.33306461805
437,331308.51370255474
2224,193588.39108056948
1628,198890.17535074335
397,145048.3282285477
587,199751.5449668204
971,156706.91569927754
2611,137927.02540138457
1887,78896.77268206328
2399,360439.53116322134
2148,220740.84174875054
304,120916.01535404148
1997,132992.24791991664
2817,119917.3169389912
1431,193774.84912304487
427,331089.8172308386
263,117264.13173087686
598,175025.6136418269
2895,263690.24777114484
687,136346.5673437072
1822,130243.13729739562
2191,87151.23947501415
179,106119.99254657002
1009,212390.74688606244
2010,105938.9363558814
1991,146598.84781032056
1411,213079.62892167643
1721,217543.7015150194
1144,204795.87153163063
593,229054.87015869422
575,321461.9699225703
1249,166680.62903979747
1604,117788.7616758903
1064,317023.0600732928
1923,152601.1421113154
1988,123254.57633890002
2325,180178.95717846416
114,194374.65676980512
2700,158569.73419858562
217,125060.5577861236
343,189752.24945696164
386,228384.96367204795
2005,117447.11992356624
2908,138598.8648678502
1814,245270.11910026148
2446,448256.8465205828
208,147845.28620158602
1679,104621.57879133057
822,342951.71164431167
6,191405.4051128663
1781,389693.3632453558
2397,293757.62784240255
2340,284551.1113623143
1618,154942.8966522622
2843,139656.37803273275
1061,350241.9342219196
2786,106889.32208490628
1935,136439.19282601774
1341,108480.52067414485
521,266856.6897392038
2136,128148.1045605496
996,185841.4397036573
227,125410.61416231212
135,156491.69249642594
1167,152896.1285614553
294,224997.82857884327
1776,203368.3285950406
540,191756.23556896672
1717,207997.87842069706
2303,133684.27578481752
116,187158.6544534699
127,137701.3009981895
1371,130768.54897794407
1014,147328.77557564946
1507,109915.60665302025
702,147531.38176005497
750,146900.26197891915
261,144864.11827204097
1559,48885.255198179046
577,229679.41334145935
2812,207323.73464530846
2080,165498.80252632196
1368,119867.37326000258
2376,108394.26903774706
659,123513.74103141855
1235,135487.60409519728
332,62214.73533775238
1917,145117.4651139211
2094,267929.40004614927
1460,279027.8779825433
1471,218012.37929306645
1509,107889.77021576208
1922,123610.9259761034
433,432278.0681097539
460,277682.8152301363
1116,244165.08920792257
1137,177950.2781810367
53,170499.5175460691
2354,262963.65843304666
1475,202913.40283740102
1761,348949.94824839174
842,127613.59407597315
2739,168971.90906378254
2509,154987.0455370848
1007,214543.1328251236
2610,198371.2897809241
1952,82802.49262254173
2719,154115.44808593718
2921,67415.5105145711
1966,130583.3259896515
292,132977.4802854003
1204,203665.80088267848
1829,259988.22051060968
2419,199163.19165498647
391,166568.45575047657
798,114454.2467462176
481,219021.80651495443
193,199962.33504197001
555,118366.14908708399
899,51170.072485084645
2357,198694.88422604837
328,125276.25233349949
1356,98491.86791530112
1154,87964.1447515937
1730,194026.95765439142
2249,165370.1839262878
1119,278277.1034905638
2856,131590.6164080929
1394,120071.79457632662
2587,137423.36895329133
61,306648.3066500481
2661,161765.71841442864
2711,106105.04987517581
1147,201748.39507528255
757,132748.345276732
2623,87442.87816745508
2378,137240.3602837324
1413,154248.69140429236
1722,208514.93309478206
1112,229930.88104808796
1623,194175.86468921765
1201,216516.15019588126
1513,111295.40790528827
957,370952.0244616255
1171,262568.3504509451
1145,206514.05463601183
2726,240370.07041411847
703,143910.89816698618
760,133656.2479283102
1964,136780.45599058317
2512,190427.55369067285
159,138278.2648224691
1281,179868.68918023817
468,189869.54804363102
290,139164.3849553764
665,112482.14876189223
1463,259204.80904638674
1792,229009.9933848444
923,142920.91871175542
500,284683.96284412383
1408,160117.46128163766
331,75994.66429740819
170,149784.54416969698
2192,89571.84148971573
2571,183250.86243852484
2314,173138.7526248484
2647,103566.09068108955
422,391428.8256225779
2457,352759.4263046117
1838,191097.1988833167
2805,254490.22556348145
1645,162587.90334775625
1711,294579.3363175455
2825,259157.97210300947
322,326878.81373345735
2103,266272.2351227128
342,115919.47898837295
600,122051.53601010167
488,176725.82476388523
1725,299369.3813903993
2246,269535.1261233799
2847,147135.02933394955
806,244513.45292017795
530,233175.3368443891
963,199458.20376434643
2678,94059.0131505956
171,99188.51942885877
2401,401447.92801242624
805,234345.48370058602
2259,277086.5463002655
1748,209474.8473291709
1361,132247.6983476621
1677,112220.02120034676
1406,168239.4153578824
2322,240647.92351013096
688,159481.61228024424
143,136273.73859563028
804,236774.86557199992
1214,159799.101444114
2828,133897.20338498685
1999,183540.08768417127
2467,189893.11491767038
2665,178597.94130368996
1538,340846.2396296918
398,115283.25932430313
2822,148308.97894797823
2157,162246.0919741802
1856,194688.72023758246
1269,104835.18973220023
2570,117025.76164407656
2320,246280.1189641119
1517,129973.3090758957
2304,120237.81862129061
1312,92936.30675110477
2012,127134.6549750811
506,245288.22875652811
2865,216365.52814718196
2367,108573.55236613005
554,80766.95255452488
238,133190.66828222387
1954,102448.88291085255
2488,142569.70061605377
2291,56498.22026559268
1969,96983.77935606637
2725,176540.1638029865
1482,167144.22214440396
2763,217420.9036639193
503,264340.4430986333
1584,263774.28752131574
1531,128371.33075706149
2210,177159.4018652842
459,314765.8029941013
556,129767.92131751892
1347,137848.8268503046
1290,56997.994000084
1388,95883.20813637925
1571,277121.4101703274
2754,207479.93900337908
765,129491.63390976237
2494,116875.41457742034
2870,227876.76914804103
7,211868.6582841808
1114,267260.82910096203
2418,276368.93682175083
291,133834.53759406973
18,328042.1207373402
39,356382.9209703922
1001,246466.04873327585
2442,245651.10190652823
616,128485.55527649354
2680,68550.16338129318
1414,122100.42965845019
289,147191.71390832053
40,243419.54302306427
860,124710.71990707517
409,131761.4025541544
673,145543.45411003614
2427,174511.1057853233
2036,216429.8112751569
2564,144176.78197181434
642,159023.50593639235
1008,193439.17474931735
1908,158838.00204277085
2519,196655.61951437104
1369,96419.23428490711
2855,148085.30094550736
712,101166.08999926317
1943,121917.42810624884
1958,143345.47869863268
107,177179.1944130531
2295,224990.77937499667
704,104453.1184084639
676,142814.25794079248
259,181549.2547785174
93,284404.6701917276
106,245168.46029461198
2315,178336.4911106457
1050,97848.14694455033
1095,226273.57873319392
2709,153458.07864398323
758,140228.40747565636
1496,146408.09119810816
2370,118162.133880198
2458,294994.292656458
2733,143322.90256291744
161,290111.7026926307
726,159792.360036009
845,217457.7889621402
947,256842.87536355946
2232,117207.48549711984
2563,141193.74065498798
2299,143643.02109335316
211,74127.57218643208
605,163002.38570848387
1478,215383.91616071202
2247,272141.2890083585
2274,219824.7763475459
2869,229590.2424312965
967,223047.04218990216
2656,100181.45713193389
667,207942.29868151108
1042,117295.74570564949
2023,169302.41577071184
2447,375793.5379254202
2055,115260.04999687104
2275,278642.9221708183
2204,177830.46669758507
1563,266568.25779095246
483,220893.1935570091
796,143937.297603047
1526,151684.59213267174
2042,116345.55420397478
442,342382.8710271332
1693,310061.7407329201
1468,232030.73920283187
1430,201034.07555723516
2605,172527.08581226668
1529,199518.44756928878
335,146801.03380610794
1287,123481.02382431598
31,90818.49163059657
1785,333599.2015409678
82,181336.02825244004
2620,135011.03356935503
252,185347.49779785657
721,71449.44678446325
2165,193799.64756471757
2316,183825.5650408431
775,123459.4502344355
1558,76897.79512185231
17,224494.9811795419
1022,258304.47798970947
925,115407.75913869776
438,275914.84728344274
1270,128459.20249289414
1272,106669.24271199503
215,136042.1211908504
266,245060.79961817805
2402,282138.98417325807
1250,137322.39747949317
1984,119716.29115047725
1279,134210.0386883174
377,263911.942202989
1252,127537.77456733282
2156,279780.34787631035
499,323828.27733076096
1374,120920.92616160493
2898,233142.54145013564
401,110041.59470364265
2721,177161.1133069587
2078,262956.86566699133
2589,120027.6342422741
1946,247283.23497040942
1334,102408.94193745451
2781,243913.34820258198
431,376297.4154335429
576,203918.40617708885
1474,227793.87574601406
2254,126512.52695915382
2155,291570.6162014315
885,105812.58590991586
643,138693.1697380701
1944,116743.47551652906
480,213135.16149236355
2845,109233.24256724399
2387,302714.56188816763
2407,201562.94278758205
2527,183004.0456302513
2514,152302.00575287896
629,157211.9259569773
80,226503.8940960546
1876,130702.65997113707
1546,101636.39262764761
2518,197500.64207350067
2347,170720.06296317652
783,221793.1299771131
1322,22755.591717023402
194,85740.57841219334
1770,299552.0588299269
2143,149393.29663756955
1229,223574.33618467464
511,284244.72991427593
46,217537.8236544691
1348,160937.9048894029
2465,195386.60995639022
387,239248.49538885872
873,247110.5408154165
1918,117300.20992107503
2764,252905.73445901508
2184,112812.49511827901
934,148966.88213554537
1920,122436.98758729035
2631,148898.0057989601
1768,495958.95777349954
2040,116475.00983441435
1749,225319.60475427797
834,234827.85897608427
1457,243485.01203120966
79,119496.70791587792
2302,113736.04465856799
1817,152889.29563969793
2755,240418.409824976
359,182709.99104353762
2059,97240.33666428062
2092,274557.48136407137
2516,227552.4555935352
150,99319.391815671
1656,152636.70601793355
83,99106.9769729767
2411,197457.50549686584
795,62243.810475818114
2312,229577.62597521953
2917,118730.30761463149
1624,193533.4154537446
2215,264998.2515985791
1211,160101.04191421997
1485,173312.12554650684
1024,198997.64149429463
570,203925.33019663882
2874,140961.0005905223
700,136050.87675578264
2756,217102.6830926023
2022,165414.40000010002
583,231440.95019031595
2392,354596.6496308249
2424,194700.4833997707
212,92803.90267334692
736,123467.39855585294
1610,161308.04924757592
890,118586.04482457554
467,192499.80863507465
578,226393.17383861844
1747,199406.13528486667
1149,164972.9245114217
2758,254316.92734295246
857,141298.69500137912
2219,271086.0281988003
733,93117.92089651804
2909,108331.60594398249
1798,262966.8216377101
235,96205.06638300838
2366,135188.447225624
1027,134842.30272531207
1195,149008.48030094476
1303,22249.70840148558
148,200764.55268299626
608,162354.13081595488
2515,204952.55583719374
821,291339.1289087706
2500,269676.11873606406
745,92805.03165096603
741,128067.35941251786
1611,127399.17982795066
2532,107136.45826344099
1081,243730.47654224187
1692,389791.7562950738
2520,197668.11891804263
276,116777.80161677604
1992,133289.8279107581
663,32474.994746475248
418,111179.21253194753
1733,209546.08904134133
2359,158193.5776981297
253,196214.85050107515
1518,174056.2389608617
2035,153350.37218724517
2919,67699.69821358798
1540,222509.54316941043
2120,140265.39219210157
1674,178037.50333709316
256,140542.74745079083
2361,81769.69357303856
978,56581.917799799005
2280,151324.52988419263
2095,245605.67949400656
1709,323745.20791182015
2801,248167.3548423408
1246,118701.60031815199
2373,93307.69715085579
1055,282845.44596641837
2017,139074.34703549976
1099,286108.81833070517
1344,81894.17428138712
835,192074.52719104965
1117,222311.15200820006
2043,102080.36749624298
2085,118078.57788002444
410,144761.13358874293
2650,117649.3067988311
2867,164489.2449886673
1668,103059.21967879869
1161,163951.96034964453
2122,183265.0595851047
2539,138388.8502837862
1047,144564.99522840744
1445,126314.20365012414
541,143279.5735871112
569,207585.0675305999
1276,122292.9922331986
918,148138.79541016044
326,170123.39148277184
1936,128014.10220208624
895,81460.33550443733
257,144778.6770085115
1241,198299.36614130205
1545,120294.6375223198
1189,185457.5698124012
270,158676.13800523197
2066,211497.94566241885
693,108987.09683934948
1259,159051.15437435475
2916,153663.46799334977
